Motivation_Level,Peer_Influence,Access_to_Resources,Parental_Involvement,Gender_Male,Extracurricular_Activities_Yes,Learning_Disabilities_Yes,Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Stress_Proxy,Target
1.0,1.93907127827928,0.06092872172071995,0.06092872172071995,0.0,0.93907127827928,0.0,16.87814255655856,66.87814255655856,7.06092872172072,62.0,0.06092872172071995,4.0,0.4700910972646829,0
0.305982585894258,0.694017414105742,0.0,0.0,0.0,0.694017414105742,0.0,20.0,83.5299129294713,7.305982585894258,53.22393034357703,0.305982585894258,2.388034828211484,0.5540034828211484,0
2.0,1.817248834012564,1.817248834012564,1.182751165987436,0.8172488340125641,0.1827511659874359,0.0,11.0,60.54825349796231,7.365502331974872,58.45174650203769,2.0,1.3655023319748718,0.337810497228638,0
0.31904507433223983,0.31904507433223983,0.31904507433223983,1.0,0.31904507433223983,1.0,0.0,11.319045074332239,70.31904507433224,7.31904507433224,65.68095492566776,1.0,2.68095492566776,0.6170981470760603,0
1.584485936937934,0.41551406306206595,1.0,0.0,1.0,0.584485936937934,0.0,21.584485936937934,70.0,5.415514063062066,61.0,1.0,3.0,0.3918459314854451,0
0.09198491062502578,2.0,1.0,0.0,0.9080150893749742,0.0,0.09198491062502578,17.816030178749948,84.81603017874995,6.908015089374974,56.09198491062502,0.0,4.0,0.619427383564122,0
1.0,1.0,1.0,2.0,0.0,1.0,0.0,7.757421733926175,71.48515653214766,5.242578266073825,76.51484346785234,0.7277347982214755,3.757421733926175,0.5998414807352953,0
0.0,1.9086911974553298,1.0,1.9086911974553298,1.0,0.09130880254467022,0.9086911974553298,14.0,76.09130880254467,6.0,74.27392640763401,0.09130880254467022,2.0,0.6939,0
1.3186896039905236,1.3186896039905236,1.6813103960094764,0.3186896039905236,0.3186896039905236,0.3186896039905236,0.0,26.36262079201895,68.63737920798104,5.593448019952618,56.0,0.0,1.0,0.3940929680102154,0
0.8953240294644667,1.1046759705355333,0.0,1.8953240294644667,0.0,1.0,0.0,14.6859720883934,61.0,8.790648058928934,52.0,1.1046759705355333,2.895324029464467,0.4465075160541501,0
1.0,0.8714035140394475,0.1285964859605525,1.1285964859605526,0.8714035140394475,0.0,0.0,13.257192971921105,68.87140351403944,8.0,70.0,1.257192971921105,3.0,0.46624533341339963,0
1.0,1.1477011959500534,1.0,0.5738505979750267,0.4261494020249733,0.4261494020249733,0.0,11.852298804049946,68.0,6.0,79.57385059797502,1.5738505979750266,3.0,0.5435225290892205,0
0.0,1.0609019330994933,1.0,1.0,0.06090193309949332,1.0,0.0,17.878196133801012,71.12180386619899,7.0,72.12180386619899,0.06090193309949332,3.939098066900507,0.6312257093831123,0
0.969069118606434,2.0,1.0,0.030930881393566034,1.0,0.969069118606434,0.0,18.93813823721287,77.0,4.092792644180698,54.969069118606434,0.030930881393566034,3.938138237212868,0.5586301460979938,0
2.0,1.7144141014704979,1.0,2.0,0.7144141014704978,0.2855858985295022,0.0,12.428828202940995,63.0,6.856757695588507,55.285585898529504,0.5711717970590044,3.714414101470498,0.3439537572148453,0
0.6383529051589555,1.6383529051589556,2.0,1.0,1.0,0.0,0.0,15.72329418968209,61.63835290515895,7.638352905158955,70.7232941896821,1.0,2.6383529051589556,0.5198685478361091,0
0.12537534923387328,2.0,0.12537534923387328,1.0,1.0,0.8746246507661267,0.12537534923387328,19.373123253830634,78.87462465076612,5.874624650766127,73.87462465076612,1.7492493015322534,1.8746246507661266,0.6365266541481651,0
0.7463872291402918,1.2536127708597082,0.0,0.0,0.7463872291402918,1.0,0.7463872291402918,22.492774458280582,74.7463872291403,6.746387229140292,68.50722554171942,1.2536127708597082,3.746387229140292,0.48035210701192327,0
1.0,0.357913492647601,1.6420865073523991,0.642086507352399,1.0,0.642086507352399,0.0,17.0,64.0,7.642086507352399,67.3579134926476,3.7158269852952017,3.0,0.44981851930516514,0
0.2755365671408512,1.7244634328591488,1.0,2.0,0.0,0.2755365671408512,0.0,18.72446343285915,66.17339029857744,8.72446343285915,84.0,0.5510731342817023,3.0,0.5214374998536809,0
0.9890422502408158,1.505478874879592,1.494521125120408,0.0,0.4945211251204079,0.0,0.0,14.505478874879593,69.50547887487959,8.0,62.50547887487959,0.4945211251204079,3.010957749759184,0.4585850174357711,0
1.1216953067266724,1.0,0.12169530672667228,1.8783046932733276,0.8783046932733277,0.8783046932733277,0.0,6.878304693273328,89.48678122690669,6.121695306726672,52.87830469327333,2.6349140798199833,2.0,0.5568858229857883,0
1.0,0.823812724789106,1.0,1.0,0.411906362394553,1.0,0.0,9.176187275210895,65.76428091281635,6.411906362394553,65.41190636239455,1.0,3.588093637605447,0.5501033042044191,0
1.3160776838432642,0.31607768384326407,0.0,1.0,0.0,1.0,0.0,21.36784463231347,62.68392231615674,6.683922316156736,80.0,1.6839223161567358,2.316077683843264,0.39597122553811054,0
1.0,1.6269684345287165,0.0,0.6269684345287165,0.0,0.0,0.0,18.0,62.25393686905743,7.7460631309425665,52.74606313094257,1.253936869057433,2.6269684345287168,0.43875609773961255,0
0.1916051176959771,0.3832102353919542,1.6167897646080458,0.8083948823040229,1.0,0.0,0.0,20.19160511769598,69.19160511769597,6.191605117695977,63.0,0.0,2.808394882304023,0.6087227775663151,0
1.0,1.2232928387799848,0.6116464193899924,0.3883535806100076,0.0,0.3883535806100076,0.6116464193899924,25.61164641938999,62.0,6.776707161220015,78.22329283877998,0.6116464193899924,3.3883535806100076,0.41344830338594857,0
0.7042524374049793,1.0,1.0,1.2957475625950208,1.0,1.0,0.0,3.887242687785062,68.81700974961991,7.0,59.18299025038008,0.5914951251900413,2.5914951251900415,0.6198580742574235,0
1.7442562984516996,0.7442562984516996,0.0,1.0,0.0,1.0,0.0,20.511487403096602,62.2557437015483,6.2557437015483,80.0,1.2557437015483004,2.7442562984517,0.34540333115285426,0
0.327420958733448,1.0,1.0,1.672579041266552,0.0,0.672579041266552,0.672579041266552,19.67257904126655,65.32742095873344,8.0,71.98226287620034,1.672579041266552,3.0,0.5297073254655085,0
2.0,1.0,1.1646205132365048,2.0,0.8353794867634952,0.16462051323650484,0.0,16.67075897352699,63.16462051323651,9.0,53.32924102647301,1.0,3.835379486763495,0.24038576974987122,0
1.1811718508500202,1.1811718508500202,1.0,1.0,0.8188281491499799,0.18117185085002008,0.0,14.0,67.18117185085002,9.63765629829996,53.0,1.8188281491499798,2.81882814914998,0.375782814914998,0
0.0,0.2093088980998321,1.0,1.0,0.7906911019001679,1.0,0.7906911019001679,21.20930889809983,60.209308898099835,5.790691101900168,70.58138220380033,0.4186177961996642,3.581382203800336,0.6463001695709757,0
0.0,2.0,1.615267423492555,1.0,1.0,0.38473257650744497,0.615267423492555,14.0,64.76946515301489,8.76946515301489,62.384732576507446,0.615267423492555,3.615267423492555,0.6016383371469534,0
0.43599518057058584,1.5640048194294143,1.4359951805705857,0.5640048194294142,0.5640048194294142,1.0,0.0,19.564004819429414,62.435995180570586,6.435995180570586,58.564004819429414,2.5640048194294143,3.5640048194294143,0.5646145272582193,0
0.5940494655668112,1.5940494655668112,2.0,0.40595053443318885,0.40595053443318885,0.40595053443318885,0.0,19.0,65.0,9.594049465566812,58.811901068866376,1.5940494655668112,3.0,0.43729010688663783,0
1.4103465048484525,0.5896534951515476,0.41034650484845236,0.0,0.0,0.0,0.0,24.0,60.0,6.5896534951515475,64.3586139806062,2.231039514545357,3.5896534951515475,0.36345977625321646,0
0.06737687152192573,1.0,1.0,1.0,0.0,1.0,0.06737687152192573,21.865246256956148,60.93262312847808,5.067376871521926,69.06737687152193,2.0,2.0673768715219256,0.6542420164555959,0
0.0,1.8315407863376656,0.1684592136623344,2.0,0.0,0.1684592136623344,0.1684592136623344,20.0,65.83154078633767,8.831540786337666,71.83154078633767,1.1684592136623344,1.3369184273246688,0.5541096918149557,0
0.0,0.17732655322393942,0.8226734467760606,1.8226734467760606,0.8226734467760606,0.17732655322393942,0.0,17.645346893552123,77.82267344677607,7.0,67.35465310644788,0.17732655322393942,3.1773265532239394,0.6329953636090039,0
0.27692836395033116,2.0,1.276928363950331,0.7230716360496688,0.27692836395033116,0.0,0.0,20.446143272099338,62.27692836395033,7.0,94.0,1.0,3.0,0.5656453528615248,0
1.0,1.2273290118718334,1.0,1.7726709881281666,0.7726709881281666,0.0,0.7726709881281666,12.227329011871834,67.6819870356155,6.545341976256333,58.22732901187183,0.0,2.0,0.5225351446016253,0
1.2851004659086862,0.0,1.7148995340913138,0.2851004659086863,0.0,0.0,0.2851004659086863,15.429799068182627,82.85530139772607,6.144698602273941,75.0,0.5702009318173726,1.7148995340913138,0.46411732600570266,0
1.0,1.5789776465541452,0.4210223534458548,1.0,0.4210223534458548,0.0,0.0,17.84204470689171,60.421022353445856,6.0,66.0,0.0,1.5789776465541452,0.49814256246296756,0
0.01460899710888286,0.0,0.01460899710888286,1.0,1.0,1.0,0.0,10.029217994217765,73.05843598843553,8.985391002891117,57.98539100289112,4.9561730086733515,2.985391002891117,0.6220320248290417,0
0.3603754923631707,1.0,1.0,0.3603754923631707,1.0,1.0,0.0,15.720750984726342,68.63962450763682,8.279249015273658,62.36037549236317,1.2792490152736586,3.0,0.5448847432797628,0
1.3951605706374188,1.0,1.6048394293625812,1.0,0.6048394293625812,0.6048394293625812,0.0,16.39516057063742,62.20967885872516,6.395160570637419,73.39516057063742,0.0,3.2096788587251623,0.43006466553567185,0
0.3874512959225387,1.3874512959225387,2.0,0.3874512959225387,0.3874512959225387,0.3874512959225387,0.0,4.774902591845077,67.9372564796127,6.837646112232384,84.38745129592255,1.6125487040774613,2.6125487040774615,0.6713064839935363,0
1.0,0.8634798949128131,1.136520105087187,1.0,1.0,1.0,0.0,16.136520105087186,68.86347989491281,5.0,67.72695978982563,0.13652010508718693,4.0,0.5444624472013374,0
1.0,1.3088022753496154,0.6911977246503846,1.6911977246503846,0.6911977246503846,0.0,0.0,18.308802275349617,68.30880227534962,7.0,72.0,0.30880227534961535,2.691197724650385,0.4612839829348779,0
0.29353479245866043,1.0,1.2935347924586604,1.0,0.29353479245866043,0.29353479245866043,0.0,9.587069584917321,70.88060437737599,9.0,78.29353479245866,1.0,2.0,0.5784353747310156,0
0.0,0.0,2.0,1.0,1.0,0.0,0.0,15.531995386185315,83.73400230690734,6.531995386185316,53.93600922762937,0.734002306907342,2.531995386185316,0.6646147889357114,0
0.6672191310392045,1.3327808689607954,0.3327808689607955,1.334438262078409,1.0,0.0,0.0,19.332780868960796,70.0,7.332780868960795,65.33443826207841,0.6672191310392045,3.6672191310392046,0.497930555228372,0
1.5574049643141872,1.0,0.4425950356858128,0.5574049643141872,1.0,0.0,0.0,16.557404964314188,63.114809928628375,7.442595035685812,73.44259503568581,1.4425950356858128,3.557404964314187,0.3669059000316996,0
0.2929847057274092,1.292984705727409,0.2929847057274092,1.0,0.7070152942725908,0.0,0.0,16.29298470572741,65.7070152942726,6.0,62.41403058854518,2.8789541171822277,3.292984705727409,0.6277327657917126,0
1.3251358354775702,2.0,1.0,0.3374320822612149,1.0,0.3374320822612149,0.0,10.325135835477571,72.33743208226122,7.32513583547757,94.67486416452243,0.6625679177387851,2.0,0.4567680573466303,0
1.0,0.38456436003704075,0.8077178199814796,1.0,0.8077178199814796,0.19228218001852038,0.0,15.0,65.0,8.0,52.61543563996296,1.8077178199814796,3.0,0.453,0
0.8859139954974249,1.0,1.1140860045025751,0.11408600450257511,1.0,0.0,0.0,16.114086004502575,61.885913995497425,7.885913995497425,73.77182799099485,1.8859139954974249,2.885913995497425,0.46745014726629547,0
0.8160790423433513,0.0,1.0,1.0,1.0,0.8160790423433513,0.18392095765664873,20.0,69.44823712703005,6.816079042343351,91.36784191531329,1.0,2.1839209576566487,0.48528419153132973,0
0.0,0.018945403374354575,0.018945403374354575,0.0,0.9810545966256454,1.0,0.0,23.0,71.0,8.981054596625645,74.92421838650259,1.0,2.0,0.5264308819323661,0
0.7359179535519887,0.0,1.0,1.0,1.0,0.7359179535519887,0.26408204644801125,20.0,69.20775386065597,6.735917953551989,91.52816409289602,1.0,2.2640820464480114,0.5013164092896023,0
1.7916004263816685,1.5832008527633368,1.0,0.2083995736183316,1.0,0.2083995736183316,0.0,18.791600426381667,66.79160042638166,5.416799147236663,91.58320085276334,0.0,3.2083995736183315,0.3785029541639707,0
0.0,2.0,1.0,2.0,1.0,0.13292804270798264,0.0,10.265856085415965,63.53171217083193,9.0,58.73414391458404,0.0,4.601215871876052,0.6221927865551095,0
1.0,1.0,1.0,0.0,1.0,0.3615112152008645,0.0,15.276977569598271,61.63848878479914,8.723022430401729,72.91546635439741,2.0,3.3615112152008644,0.42684602129563537,0
0.6394863908153898,0.3197431954076949,1.6802568045923052,1.0,0.3197431954076949,0.3197431954076949,0.0,12.63948639081539,74.6802568045923,8.0,54.0,1.3197431954076948,2.680256804592305,0.5309694964004184,0
1.0,1.9428828366295567,0.9428828366295567,1.9428828366295567,1.0,0.9428828366295567,0.0,15.057117163370442,64.05711716337045,7.1142343267408865,67.05711716337045,1.9428828366295567,3.0,0.48215619476157606,0
0.8623702656016387,0.2752594687967227,0.8623702656016387,2.0,0.8623702656016387,0.13762973439836135,0.0,12.275259468796722,72.72474053120328,5.137629734398361,60.13762973439836,0.8623702656016387,3.8623702656016388,0.5920540716324465,0
0.9990705831300389,1.000929416869961,0.0,0.0018588337399221277,0.0009294168699610639,1.0,0.0,20.000929416869962,63.00092941686996,7.999070583130039,76.00185883373992,2.998141166260078,4.0,0.4153788198057805,0
2.0,0.19355274531058542,1.0,1.0,0.09677637265529271,0.9032236273447073,0.0,23.09677637265529,62.80644725468942,8.806447254689415,79.0967763726553,0.0,3.9032236273447074,0.19811948362392778,0
1.0246179838412386,1.9507640323175228,0.9753820161587614,0.02461798384123859,0.0,1.0,0.0,8.098471935364955,72.0,5.024617983841239,72.0,2.975382016158761,3.950764032317523,0.6004304783213628,0
1.5810884609809779,0.7905442304904889,0.20945576950951106,0.4189115390190221,1.0,0.7905442304904889,0.7905442304904889,10.418911539019023,85.62836730852854,6.0,52.79054423049049,1.0,2.581088460980978,0.45754882585792644,0
1.0,1.5837372193120927,0.5837372193120927,1.1674744386241853,0.5837372193120927,0.5837372193120927,0.5837372193120927,13.0,65.16747443862418,6.0,89.16747443862418,1.5837372193120927,2.5837372193120927,0.5348,0
1.356571325950819,0.7131426519016382,0.3565713259508191,0.3565713259508191,1.0,0.6434286740491809,0.0,25.93028602214754,61.64342867404918,6.356571325950819,79.35657132595082,0.0,3.0,0.3655799039089198,0
0.9117258769127757,1.9117258769127758,1.0,1.0882741230872242,0.0,1.0,0.0,16.82345175382555,66.08827412308723,8.911725876912776,89.0,0.9117258769127757,4.0,0.4234965912883707,0
1.9194221085309158,1.0402889457345421,1.0,1.9597110542654579,0.9597110542654579,0.0,0.0,21.95971105426546,62.959711054265455,7.0,93.04028894573455,0.040288945734542114,2.040288945734542,0.2804345016009054,0
1.0,1.0,1.0,1.4877852923229484,1.0,0.0,0.4877852923229484,20.487785292322947,60.51221470767705,7.0,80.51221470767705,0.5122147076770516,3.4877852923229486,0.4447928317783456,0
0.31952053747562603,1.680479462524374,2.0,1.0,0.0,0.31952053747562603,0.680479462524374,13.0,65.63904107495125,5.319520537475626,87.31952053747563,0.680479462524374,2.319520537475626,0.6708958925048748,0
0.0,1.0,1.0683020263188312,1.0,1.0,0.9316979736811688,0.9316979736811688,14.0,66.86339594736233,9.0,68.06830202631883,1.2049060789564936,3.0,0.5939,0
0.379628747876279,1.240742504247442,0.379628747876279,2.0,0.379628747876279,0.620371252123721,0.0,13.240742504247443,71.75925749575256,5.6203712521237215,60.62037125212372,0.379628747876279,3.379628747876279,0.6490658448758114,0
1.0,1.0,1.0,0.19624476398823731,0.19624476398823731,0.8037552360117627,0.0,13.803755236011762,68.39248952797648,6.196244763988237,85.39248952797648,1.8037552360117628,3.3924895279764744,0.5222368850891035,0
0.0837249378453484,1.0,0.0837249378453484,1.0,0.0,1.0,0.0,12.916275062154652,69.08372493784535,8.832550124309304,95.74882518646396,0.0837249378453484,4.0,0.5937638157430898,0
1.0,1.0,1.0,2.0,1.0,0.0,0.6140604890630726,14.0,66.84218146718922,6.385939510936927,64.22812097812614,1.3859395109369275,3.0,0.5144096203347066,0
0.6260528655209325,2.0,0.37394713447906747,1.6260528655209325,0.6260528655209325,0.37394713447906747,0.0,12.373947134479067,69.0,7.0,70.74789426895813,1.3739471344790675,3.252105731041865,0.5685949890956197,0
0.11371178354428235,1.8862882164557178,0.8862882164557176,1.0,0.11371178354428235,0.8862882164557176,0.0,18.886288216455718,69.0,7.0,54.88628821645572,1.0,4.0,0.6046084552381047,0
0.0,1.8486288287367252,0.8486288287367251,1.0,0.8486288287367251,1.0,0.0,16.848628828736725,77.0,6.151371171263275,67.30274234252656,1.0,1.454113513789825,0.6673097608985339,0
0.30377234467326053,1.0,0.15188617233663027,0.0,1.0,1.0,0.15188617233663027,14.696227655326739,63.544341482990106,8.84811382766337,84.0,0.15188617233663027,3.0,0.5431276295012941,0
0.6714418501142015,0.32855814988579846,1.3285581498857986,1.0,0.32855814988579846,0.32855814988579846,0.0,15.0,64.3285581498858,8.328558149885799,93.0,0.6571162997715969,2.3285581498857986,0.4968296571947655,0
0.9455339526331624,0.05446604736683758,0.0,1.0,0.05446604736683758,1.0,0.0,23.0,62.05446604736684,5.054466047366837,87.0,1.0,3.8910679052663246,0.49966577071873614,0
0.81754195934751,1.81754195934751,1.0,1.0,1.0,1.0,0.0,22.54737412195747,63.18245804065249,4.0,53.81754195934751,0.18245804065249005,2.81754195934751,0.5595739578539586,0
0.9652096385457352,2.0,0.03479036145426484,1.0,0.03479036145426484,0.9652096385457352,0.0,11.895628915637205,65.0,5.93041927709147,86.06958072290853,1.0,3.0,0.5513098115684372,0
0.42818393986717285,2.0,1.0,1.5718160601328273,0.0,0.0,0.0,17.42818393986717,61.0,6.571816060132827,64.28455181960152,1.0,3.1436321202656545,0.5775688828727154,0
1.2640384168448728,0.6320192084224364,0.7359615831551272,0.6320192084224364,1.0,0.0,0.0,15.632019208422436,60.632019208422435,7.632019208422436,91.0,1.2640384168448728,2.6320192084224363,0.4164984122083243,0
0.5477774813107261,0.5477774813107261,2.0,0.0,1.0,0.7261112593446369,0.27388874065536306,19.273888740655362,60.726111259344634,7.726111259344637,82.72611125934463,1.2738887406553632,3.273888740655363,0.5051518233744103,0
0.6330385929927995,1.6330385929927995,0.0,1.3669614070072005,0.6330385929927995,1.0,0.0,9.2660771859856,85.5321543719712,6.0,83.7339228140144,0.3669614070072005,3.6330385929927997,0.624313583793909,0
0.0,0.14722707441051697,1.0,1.8527729255894831,0.0,0.0,0.852772925589483,17.0,70.14722707441052,8.0,81.70554585117897,2.0,2.147227074410517,0.6045,0
1.0,0.7934189837782192,1.0,1.2065810162217807,0.20658101622178082,0.0,0.0,8.826324064887123,73.0,6.586837967556439,60.0,0.20658101622178082,3.2065810162217807,0.5469195489904728,0
0.0,0.0,1.0,2.0,0.0,0.31326647658061035,0.6867335234193896,17.313266476580612,70.0,7.060200570258169,81.68673352341939,2.0,2.0,0.6334771490837064,0
1.0,0.36393157964777434,1.0,0.0,0.36393157964777434,0.0,0.0,21.72786315929555,61.0,7.7278631592955485,58.0,2.091794738943323,2.6360684203522258,0.41113039678481206,0
0.3982805490890544,2.0,1.0,1.0,0.3982805490890544,1.0,0.0,12.194841647267163,67.39828054908905,6.0,53.20343890182189,0.7965610981781088,2.6017194509109456,0.6412656640025332,0
1.9931853020998718,0.0,0.9931853020998719,1.0068146979001282,0.9931853020998719,0.0,0.0,19.979555906299616,62.0,4.0136293958002565,98.00681469790013,1.0068146979001282,3.9931853020998718,0.3826361634323457,0
0.5234071850674719,1.4765928149325283,0.0,1.0,0.0,1.0,0.0,10.570221555202416,77.90637125973011,4.0,51.47659281493253,0.47659281493252814,1.4765928149325283,0.6993666791482208,0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,71.92151339190742,5.156973216185165,61.0,1.0784866080925821,4.0,0.6917649432402248,0
0.18792238899132097,1.1879223889913209,1.0,1.1879223889913209,1.0,0.0,0.0,15.624155222017357,69.0,7.624155222017358,55.81207761100868,2.187922388991321,2.812077611008679,0.596164181413536,0
1.0,1.825211371259631,1.6504227425192621,0.8252113712596311,0.17478862874036893,0.17478862874036893,0.0,13.524365886221107,82.17478862874037,6.0,60.174788628740366,0.8252113712596311,4.0,0.5308322981275937,0
1.0,0.7950580176061312,0.7950580176061312,1.0,1.0,0.20494198239386885,0.0,15.20494198239387,66.40988396478774,9.20494198239387,63.20494198239387,2.7950580176061313,2.7950580176061313,0.4113178729200908,0
0.32373082561042366,2.0,0.32373082561042366,0.6762691743895763,0.32373082561042366,1.0,0.0,19.0,77.0,6.028807523168729,54.323730825610426,1.3525383487791527,4.0,0.6011395270143458,0
0.0,1.0,0.765193833754392,0.23480616624560802,0.0,1.0,0.0,14.530387667508784,68.2348061662456,6.704418498736824,94.46961233249121,0.0,4.765193833754392,0.6664649564857479,0
0.0,1.856838642188807,0.143161357811193,1.0,0.856838642188807,0.143161357811193,0.0,24.570515926566422,60.143161357811195,5.856838642188807,70.71367728437761,2.0,2.0,0.618631352173208,0
0.6577161472759535,0.0,1.0,1.3422838527240466,0.6577161472759535,0.6577161472759535,0.0,12.97314844182786,82.68456770544809,6.973148441827861,82.31543229455191,0.3422838527240465,2.3422838527240466,0.559656946978339,0
0.0,2.0,1.0,1.3584314333150056,0.3584314333150056,0.6415685666849944,0.6415685666849944,12.283137133369989,62.358431433315005,7.641568566684994,55.641568566684995,1.7168628666300112,2.924705700054983,0.6521839245157778,0
0.05113959817946934,0.9744302009102653,1.0255697990897348,1.0,1.0,1.0,0.0,13.974430200910266,76.94886040182053,6.025569799089735,76.97443020091026,1.0,1.9744302009102652,0.6847178851468763,0
1.0,1.0,0.2120298664090684,1.0,0.7879701335909316,0.0,0.0,11.939850667954659,73.0,8.575940267181863,59.21202986640907,0.0,3.7879701335909317,0.45697832402638855,0
0.09675189490486946,1.806496210190261,1.0967518949048696,1.0,1.0,0.9032481050951305,0.09675189490486946,13.0,76.80649621019026,10.0,54.90324810509513,1.9032481050951304,3.0,0.5520714591193583,0
0.0,1.0,1.7325847215278922,0.7325847215278923,0.0,0.26741527847210766,0.0,24.267415278472107,69.46516944305579,6.5348305569442156,53.73258472152789,1.2674152784721078,1.5348305569442153,0.5983310448095224,0
0.37521855162769824,2.0,1.0,0.0,0.0,1.0,0.8123907241861509,18.0,75.56282782744155,7.3752185516276985,59.0,0.0,1.8123907241861508,0.5552562896744604,0
2.0,1.9175940281380517,0.9175940281380518,2.0,1.0,0.0,0.0824059718619482,8.247217915585844,71.08240597186195,8.0,55.0,0.9175940281380518,2.0824059718619483,0.33752938443873376,0
0.599967858261066,0.400032141738934,2.0,1.5999678582610661,1.0,0.0,0.0,18.0,63.800064283477866,7.199935716522132,82.40003214173893,1.0,1.4000321417389339,0.5236274986676933,0
0.48564686533427714,0.0,2.0,1.4856468653342771,0.0,0.5143531346657229,0.0,12.485646865334278,61.54305940399717,5.971293730668554,69.48564686533427,0.48564686533427714,2.485646865334277,0.6254076701409725,0
0.545923533309,2.0,0.545923533309,0.0,0.0,0.454076466691,0.545923533309,26.908152933382,61.545923533309,6.0,80.362229400073,0.545923533309,3.0,0.5051925847036864,0
0.0,2.0,1.0,0.9262052018843451,1.0,1.0,0.0,16.14758959623131,72.14758959623131,6.073794798115655,66.07379479811566,0.0,3.926205201884345,0.6752209522913907,0
0.257369505506293,2.0,1.1286847527531465,1.0,0.8713152472468535,0.8713152472468535,0.1286847527531465,15.0,67.12868475275314,6.7426304944937065,94.12868475275314,0.1286847527531465,2.0,0.6186926449160112,0
0.21491634276024296,0.785083657239757,1.785083657239757,1.0,0.785083657239757,0.785083657239757,0.0,15.0,64.78508365723975,8.785083657239756,93.0,1.570167314479514,2.785083657239757,0.5577301598757836,0
1.726301542321629,1.0,0.726301542321629,1.0,1.0,0.726301542321629,0.0,17.27369845767837,69.0,7.0,54.0,1.0,2.547396915356742,0.3480454246166288,0
0.9118186286860916,0.0,1.0,0.08818137131390835,0.0,0.9118186286860916,0.0,20.176362742627816,63.91181862868609,9.0,86.08818137131391,0.0,3.8236372573721833,0.39515947775405713,0
1.0,0.09750769246387525,0.0,0.09750769246387525,0.0,0.09750769246387525,0.0,13.80498461507225,75.19501538492776,9.609969230144499,88.19501538492776,2.0,2.9024923075361246,0.40837989233088545,0
1.0,1.7066584331175756,1.0,0.8533292165587878,0.8533292165587878,0.1466707834412122,0.0,12.0,70.85332921655879,8.0,54.14667078344121,0.2933415668824244,4.853329216558787,0.4758,0
1.0,1.6718399276463922,0.3281600723536078,0.3281600723536078,0.6718399276463922,0.6718399276463922,0.0,13.671839927646392,82.01551978293918,9.0,78.01551978293918,0.6718399276463922,2.671839927646392,0.4297612005426521,0
0.0,2.0,1.9462276883380167,0.10754462332396675,1.0,0.0,0.0,14.0,83.83868306501405,6.0,61.0,0.9462276883380166,2.1075446233239665,0.6939,0
1.0,1.0,0.3306430157592517,1.0,0.3306430157592517,1.0,0.3306430157592517,19.661286031518504,72.0,7.008070952722245,57.66935698424075,0.3306430157592517,3.6612860315185034,0.4507715920379605,0
0.23127992831595545,1.7687200716840445,0.23127992831595545,1.0,0.0,1.0,0.23127992831595545,20.0,60.768720071684044,6.7687200716840445,70.0,1.2312799283159555,3.7687200716840445,0.5843472575626515,0
0.7564288741353681,1.2435711258646318,0.48714225172926384,0.24357112586463192,0.0,0.0,0.24357112586463192,13.0,64.24357112586463,5.756428874135368,87.75642887413537,1.0,2.0,0.5835142251729264,0
1.0,0.6939528337712285,1.0,0.3060471662287715,0.0,0.6939528337712285,0.0,17.0,67.0,6.0,61.08185850131368,0.0,3.0,0.5045,0
0.9363152324974833,1.9363152324974833,0.0,1.0,0.06368476750251673,0.06368476750251673,0.0,15.872630464994966,60.936315232497485,4.19105430250755,86.19105430250755,2.936315232497483,3.936315232497483,0.5840094139817058,0
0.822872855801746,1.822872855801746,0.17712714419825404,0.0,0.0,1.0,0.0,16.0,74.82287285580175,5.708508576793016,86.0,0.17712714419825404,1.177127144198254,0.5513983339018018,0
1.0051396275855602,1.0051396275855602,1.0051396275855602,0.9948603724144397,1.0,0.005139627585560302,0.005139627585560302,12.99486037241444,70.01027925517113,8.0,56.0,2.00513962758556,0.005139627585560302,0.46738228525113734,0
1.1091809577884264,2.0,1.0,0.4454095211057868,0.5545904788942132,0.4454095211057868,0.0,20.109180957788425,64.55459047889421,9.0,56.0,1.4454095211057867,4.554590478894213,0.3628252181053667,0
0.16851075483594258,2.0,1.0,0.9157446225820287,1.0,0.9157446225820287,0.0,9.168510754835943,72.91574462258203,6.168510754835943,95.83148924516405,0.08425537741797129,2.0,0.6968255928338001,0
0.682652605044199,2.0,0.317347394955801,0.0,1.0,0.682652605044199,0.0,14.047957815132598,88.0,7.365305210088398,71.3173473949558,1.317347394955801,2.0,0.5342726678481806,0
1.0,1.0,0.23562285119164839,1.0,0.23562285119164839,1.0,0.0,12.706868553574946,76.23562285119165,4.706868553574945,51.23562285119165,0.23562285119164839,1.2356228511916485,0.5801890761587847,0
0.0,1.056425855964823,1.0,0.9435741440351771,1.0,0.0,0.0,21.887148288070353,70.94357414403518,7.0564258559648225,64.94357414403518,0.9435741440351771,3.0,0.5989730494214403,0
0.0,0.25749674520269483,0.12874837260134742,0.0,0.0,0.12874837260134742,0.12874837260134742,19.742503254797306,76.7425032547973,6.128748372601347,59.0,0.8712516273986526,2.0,0.6461567796186555,0
